CustomerCode,CustomerTitle,DestinationCategoryTitle,DestinationGroupTitle,Email,ContactNumber,MobileNumber,CreditDays,ISRegistered,STRegistrationNo,AccountCode,AccountTitle,NTN,NationalTitle,RegionTitle,TerritoryTitle,TownTitle,ZoneTitle,Active,Address
358,khoshk Doodh Akbari Mandi Lahore ,distributor,adil,None@gmail.com,0,-,30,Yes,0,101002001,Account Receivable,0,None,None,None,lahore,punjab,Yes,Akbri Mandi Lahore 
359,diamond super store,LMT,sultan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,block-E north nazimabad
360,funchies Bismillah Traders Lahore ,MingalzOnly,adnan,None@gmail.com,0,-,30,Yes,0,101002001,Account Receivable,0,None,None,None,lahore,punjab,Yes,Lahore 
361,Jawaid Miandad Turbat ,trader,adil,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,Turbat,baluchistan,Yes,Turbat 
362,Uni Foods,industry,adnan,None@gmail.com,0,-,30,Yes,0,101002001,Account Receivable,0,None,None,None,hub,baluchistan,Yes,karachi 
363,LC Distributors gujrat,distributor,adil,None@gmail.com,0,03216299099,30,Yes,0,101002001,Account Receivable,0,None,None,None,gujrat,punjab,Yes,Naseem Plaza Near usman plaza link jinnah road gujrat 
364,Ayub Brothers mirpur,distributor,adil,None@gmail.com,0,03005160142,30,Yes,0,101002001,Account Receivable,0,None,None,None,mirpur,punjab,Yes,"shop no 409,410 sector b-1 nanji mirpur AJK"
365,hassan center of chemical,trader,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,0
366,funchies umeer traders ,MingalzOnly,nadeem,None@gmail.com,0,0300 4280495,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,"House no. A88
Ali all murtazza masjid 
Gilanabad"
367,funchies Rana ENTR  ,MingalzOnly,nadeem,None@gmail.com,0,0313-2712630,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,675/375 fatima jinnah colony jamshed road#3 karachi
368,funchies Al waheeb Marketing ,MingalzOnly,nadeem,None@gmail.com,0,0316-8661553,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,"PLOT#RS-12,ST-7,SECTOR 5A/2 NEAR 4K CHOWRANGI KARACHI"
369,All csd ,LMT,sultan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,0
370,Gul Foods karimabad,trader,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,Karachi 
371,sky traders rwl,distributor,adil,None@gmail.com,0,0333-5103921,30,Yes,0,101002001,Account Receivable,0,None,None,None,pindi,punjab,Yes,"w-117&118 naranki bazar, rawalpindi"
372,Al fatah shopping mall,LMT,sultan,None@gmail.com,-,0,30,Yes,0,101002001,Account Receivable,-,None,None,None,lahore,punjab,Yes,"attari darbar ,main ferrozepur road lhr pakistan"
373,funchies All shahzad traders,MingalzOnly,nadeem,None@gmail.com,0,0315-2424261,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,"House no. 323 A
Makhdom shah colony 
Gali number= 05 
Sector = 11 1/2 
Near safaid Chowk 
Organgi Town "
374,hyderi super market,LMT,sultan,None@gmail.com,-,0,30,Yes,0,101002001,Account Receivable,-,None,None,None,karachi,sindh,Yes,0
375,funchies tariq traders ,MingalzOnly,nadeem,None@gmail.com,0,0315 2656128,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,"Shumarkit Azeem plaza 
Near Babuddin Masjid 
Jaddha Arcade me neche shop no.2 
Garden West "
376,funchies tahir traders peshawar,MingalzOnly,nadeem,None@gmail.com,0,03091454541,30,Yes,0,101002001,Account Receivable,0,None,None,None,peshawar,kpk,Yes,"Yakatoot Peshawar city 
"
377,rehman Traders Gujrawala,distributor,adil,None@gmail.com,-,0300-6433567,30,Yes,0,101002001,Account Receivable,-,None,None,None,gujranwala,punjab,Yes,"race course road fareed town near purani chowrangi pasroor road,gujranwala"
378,Zia Sb Kabul,trader,adnan,None@gmail.com,0,-,30,Yes,0,101002001,Account Receivable,0,None,None,None,afg,afg,Yes,Kabul 
379,Yusuf store akbari market,trader,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,lahore,punjab,Yes,"akbri market
"
380,funchies aisha traders shehzadpur,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,shehzad pur,sindh,Yes,"shehzadpur
"
381,funchies paradise .cof hydrabad,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,hyderabad,sindh,Yes,"hydrabad 
"
382,funchies masham conf sanghar,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,sanghar,sindh,Yes,"sanghar
"
383,funchies ghosia traders mirpurkhas,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,mirpurkhas,sindh,Yes,"back memon plaza mirpurkhas
"
384,funchies saleem sinjharo,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,sinjharo,sindh,Yes,"sinjharo
"
385,funchies  Ab hafeez traders umerkot,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,umerkot,sindh,Yes,umerkot
386,funchies  SAS Traders tandoadam,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,tandoadam,sindh,Yes,Tandoadam 
387,Al Ghani traders wazirabad,trader,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,wazirabad,punjab,Yes,"wazirabad
"
388,funchies A Latif saeedabad,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,saeedbad,sindh,Yes,"town: n.saeedabad
"
389,funchies asif bhatti qazi ahmed,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,qazi ahmed,sindh,Yes,"qazi ahmed
"
390,funchies ramesh aatmaran naukot guds,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,naukot,sindh,Yes,"naukot guds
"
391,funchies umer traders T.A YAR,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,tando ala yar,sindh,Yes,"T.A Yar
"
392,Rehmat store,trader,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,"quetta
"
393,M.Mana store,trader,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,quetta,baluchistan,Yes,"quetta
"
394,afzal exporter,exporter,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,"0
"
395,funchies ikram conf kunri,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,kunri,sindh,Yes,"kunri
"
396,funchies M.Ali jhudo,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,hudo,sindh,Yes,"jhudo
"
397,funchies khadim sobodero,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,sobodero,sindh,Yes,"sobodero
"
398,funchies abdul hameed ajmery sukkur,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,sukkur,sindh,Yes,sukkur
399,funchies shahbaz conf kot ghulam muhammad,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,kot ghulam mohammad,sindh,Yes,kot ghulam muhamad
400,Mudassar traders,trader,adil,None@gmail.com,0,0333-8403747,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,"khawajgan road gujrat
"
401,Makki Madni Marketing,MingalzOnly,nadeem,None@gmail.com,0,03133849778,30,Yes,0,101002001,Account Receivable,0,None,None,None,mirpur khas,sindh,Yes," House 31 Gulshan E iqbal
Near national bank
Hyderabad road
"
402,funchies R.s methi,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,methi,sindh,Yes,Near press club
403,funchies  FM.TREDARS thattah,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,thattah,sindh,Yes,Thattah 
404,Al-jadeed super mart,LMT,sultan,None@gmail.com,-,-,30,Yes,0,101002001,Account Receivable,-,None,None,None,karachi,sindh,No,None
405,Al jadeed super mart,LMT,sultan,None@gmail.com,-,0,30,Yes,0,101002001,Account Receivable,-,None,None,None,karachi,sindh,Yes,0
406,funchies Rashid rohri,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,rohri,sindh,Yes,"rohri
"
407,funchies DM rohri,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,rohri,sindh,Yes,"rohri
"
408,funchies HP daharki,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,daharki,sindh,Yes,Daharki
409,funchies  Raja ghotki,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,ghotki,sindh,Yes,Ghotki
410,funchies  Nariandas Tradrs Panoaqil,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,panoaqil,sindh,Yes,Panoaqil
411,funchies Habib. A rani pur,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,rani pur,sindh,Yes,RaniPur 
412,funchies Faisal Chand  khipro,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,khipro,sindh,Yes,Khipro 
413,funchies shanked Lal conf store umer kot,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,umer kot,sindh,Yes,Umer KOt 
414,Asad Awan Islamabad ,trader,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,islamabad,punjab,Yes,"0
"
415,funchies  Nasir Mughal DOUR,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,dour,sindh,Yes,DOUR
416,funchies  Shah Latif Badin ,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,badin,sindh,Yes,Badin 
417,funchies  Abdul Hameed Somro Khair pur Mirs,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,khair pur mirs,sindh,Yes,Khair pur Mirs
418,funchies  Ali shah Treds  Nawab Shah ,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,nawab shah,sindh,Yes, Nawab Shah 
419,funchies  Fatima Trader Sukkur,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,sukkur,sindh,Yes,Sukkur
420,funchies  Arshi trader Tandoalayar,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,tandoalayar,sindh,Yes,Tandoalayar
421,bin  safeer,LMT,sultan,None@gmail.com,-,0,30,Yes,0,101002001,Account Receivable,-,None,None,None,karachi,sindh,Yes,0
422,indus,industry,adnan,None@gmail.com,-,0,30,Yes,0,101002001,Account Receivable,-,None,None,None,karachi,sindh,Yes,0
423,food inn,restaurant,sultan,None@gmail.com,-,0,30,Yes,0,101002001,Account Receivable,-,None,None,None,karachi,sindh,Yes,0
424,sky mart,LMT,sultan,None@gmail.com,-,0,30,Yes,0,101002001,Account Receivable,-,None,None,None,karachi,sindh,Yes,0
425,M.m. traders Quetta,trader,adil,None@gmail.com,0, 03130804722,30,Yes,0,101002001,Account Receivable,0,None,None,None,quetta,baluchistan,Yes,"quetta
"
426,Naeem Sb Buthkhela ,trader,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,"Butkhela
"
427,Sohny Traders karachi,distributor,adnan,none@gmail.com,0,030000000,30,No,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,PLo123
428,icon sukkur,trader,sultan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,"0
"
429,Rehman marketing lhr (karachi),LMT Distributor ,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,"lhr
"
430,usman papad karachi,trader,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,"0
"
431,funchies  Sun Rise Traders ,MingalzOnly,nadeem,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,karachi
432,Rafi Traders Lahore,trader,adil,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,lahore,punjab,Yes,0
433,friends distributor Rawalpindi,distributor,adil,None@gmail.com,0,-,30,Yes,0,101002001,Account Receivable,0,None,None,None,pindi,punjab,Yes,Rawalpindi 
434,Ginsoy Quetta,restaurant,sultan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,quetta,baluchistan,Yes,Quetta
435,M.Sarwar traders Quetta,trader,none,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,quetta,baluchistan,Yes,Quetta
436,AHG (PRIVATE) LIMITED,trader,adnan,abc@abc.com,0,021-35834972,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,suite 201-204 marine point clifton block-9 karachi
437,Fazal hadi Peshawar,trader,adil,abc@abc.com,0,0311-9700052,30,Yes,0,101002001,Account Receivable,0,None,None,None,peshawar,kpk,Yes,Peshawar
438,funchies  Tanveer Traders Wazirabad ,MingalzOnly,nadeem,None@gmail.com,0,03066881200,30,Yes,0,101002001,Account Receivable,0,None,None,None,wazirabad,punjab,Yes,Wazirabad 
439,Funchies Makkah Traders sargodha,MingalzOnly,nadeem,None@gmail.com,0,03216004981,30,Yes,0,101002001,Account Receivable,0,None,None,None,sarghoda,punjab,Yes,Block 17 Near no 1 school Sargodha
440,A.Z Packers (lalamusa),trader,adil,abc@abc.com,0,0333-8416106,30,Yes,0,101002001,Account Receivable,0,None,None,None,lalamusa,punjab,Yes,lalamusa
441,bin hashim,LMT,sultan,None@gmail.com,-,0,30,Yes,0,101002001,Account Receivable,-,None,None,None,karachi,sindh,Yes,0
442,S A Food International,exporter,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,0
443,Trusteed Food Kpk,industry,adnan,abc@abc.com,0,0317-9797105,30,Yes,0,101002001,Account Receivable,0,None,None,None,peshawar,kpk,Yes,kpk
444,Ghazani afg,industry,adnan,abc@abc.com,0,+93702133756,30,Yes,0,101002001,Account Receivable,0,None,None,None,afg,afg,Yes,afg
445,Dawn Bread  (Khi),industry,adnan,abc@abc.com,0,0332-3376551,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,korangi shan industries
446,Dawn Bread  (Islamabad) ,industry,adnan,abc@abc.com,0,0332-3376551,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,RWP
447,javed fai,trader,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,Karachi 
448,Dawn Bread  (FSL) ,industry,adnan,abc@abc.com,0,0332-3376551,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,FAISALABAD
449,Dawn Bread  (LHR) ,industry,adnan,abc@abc.com,0,0332-3376551,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,LAHORE
450,Saith suleman Pindi (sky traders),trader,adil,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,pindi,punjab,Yes,rwp
451,Amna Food Multan,industry,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,multan,punjab,Yes,multan
452,Ajwa Food pshwr,industry,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,peshawar,kpk,Yes,pshwr
453,Farooq Trd Ryk,industry,adnan,abc@abc.com,0,0307-7980198,30,Yes,0,101002001,Account Receivable,0,None,None,None,rahim yar khan,punjab,Yes,rahim yar khan
454,MFZ ENTERPRISES,distributor,adil,abc@abc.com,0,0320-4444426,30,Yes,0,101002001,Account Receivable,0,None,None,None,lahore,punjab,Yes,606-R PHASE 7 DHA LHR
455,EHTISHAM HUNZA,distributor,adil,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,kashmir,punjab,Yes,HUNZA
456,food panda,LMT,adil,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,0
457,Zakir foods(khatak),industry,adnan,abc@abc.com,0,0342-1698956,30,Yes,0,101002001,Account Receivable,0,None,None,None,khair pur mirs,kpk,Yes,khatak
458,rehmat store hasilpur,distributor,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,hari pur,sindh,Yes,"hasilpur
"
459,AirLift,LMT,adil,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,0
460,QF FOODS,industry,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,KARACHI
461,Maaz Chicken Powder,industry,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,KARACHI
462,SINOVO FOODS,industry,adnan,abc@abc.com,0,+92 301 8460293,30,Yes,0,101002001,Account Receivable,0,None,None,None,lahore,punjab,Yes,LAHORE
463,KIMS ,industry,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,hari pur,punjab,Yes,HARIPUR
464,anjar bakery,industry,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,karachi
465,Vita Bread (Multan),industry,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,Multan 
466,Imtiaz Store Bahawalpur,LMT,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,bahawalpur,punjab,Yes,Bahawalpur
467,Dawn Bread  (RWP) ,industry,adnan,abc@abc.com,0,0332-3376551,30,Yes,0,101002001,Account Receivable,0,None,None,None,islamabad,punjab,Yes,Islamabad
468,S.S STORE(shahalam lhr),trader,adil,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,lahore,punjab,Yes,0
469,Exporter lala (USA),exporter,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,USA
470,Ali Hasssan Traders (khan pur),industry,adil,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,khanpur,sindh,Yes,khanpur
471,MFM (YOUSUF) ,trader,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,KARACHI
472,Ameer Hamza Mardan,trader,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,Mardan
473,Ahbab sweets ( BAKERY),trader,adnan,abc@abc.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,karachi
474,Master Food (nowshera),industry,adnan,asd@nxmnz.cm,31212,030000,30,No,0,101002001,Account Receivable,212,None,None,None,nowshehra,kpk,Yes,nowshera
475,Shafi and Sons islamabad,distributor,adil,abc@abc.com,0,0333-5172622,30,Yes,0,101002001,Account Receivable,0,None,None,None,islamabad,punjab,Yes,Islamabad 
476,Akhter Muneer,industry,adnan,asd@nxmnz.cm,31212,0333-9430687,30,No,0,101002001,Account Receivable,212,None,None,None,mardan,kpk,Yes,Mardan
477,Ismail and sons kharian,distributor,adil,abc@abc.com,0,0333-5172622,30,Yes,0,101002001,Account Receivable,0,None,None,None,gujranwala,punjab,Yes,kharain
478,Bashir rangwalay,trader,adil,mwhaque@atlashonda.com.pk,0,0,30,Yes,0,101002001,Account Receivable,0801063-3,None,None,None,lahore,punjab,Yes,lahore
479,Bukhtiari Foods,industry,adnan,asd@nxmnz.cm,0,+92 321 4333288,30,No,0,101002001,Account Receivable,212,None,None,None,sahiwal,punjab,Yes,sahiwal
480,idress islamabad,distributor,adnan,abc@abc.com,0,0333-5172622,30,Yes,0,101002001,Account Receivable,0,None,None,None,islamabad,punjab,Yes,Islamabad 
481,hasnain traders pindi (zia),distributor,adil,abc@abc.com,0,0321-5274928,30,Yes,0,101002001,Account Receivable,0,None,None,None,pindi,punjab,Yes,pindi
482,Burhani BreadCrumbs,distributor,adnan,abc@abc.com,0,0334-3538606,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,karachi
483,shah jahan exporter,exporter,adnan,None@gmail.com,0,0321-8221369,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,"0
"
484,Rupali foods,trader,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,lahore,punjab,Yes,office#307 upper mall lhr
485,Faisal Malik traders,trader,adnan,None@gmail.com,0,0311-1075496,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,North Nazimabad Karachi 
486,Haji Sardar Ahmed C/o Tariq Sb,trader,adnan,None@gmail.com,0,-,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,Lahore
487,Ashrafi Bread Industries,industry,adnan,asd@nxmnz.cm,0,-,30,Yes,0,101002001,Account Receivable,212,None,None,None,karachi,sindh,Yes,Karachi
488,Nabi Rehman & Sons,trader,adil,None@gmail.com,0,0335-9525017,30,Yes,0,101002001,Account Receivable,0,None,None,None,None,kpk,Yes,0
489,fazal hadi swat,trader,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,sawat,kpk,Yes,sawat
490,allied traders (swabi),trader,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,Swabi,kpk,Yes,qasim market main bazar TOPI
491,AA food,trader,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,site
492,Noble House Trading WLL,exporter,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,export to qatar
493,padaya foods,trader,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,lahore,punjab,Yes,lahore
494,Ghalib Trader’s,trader,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,bhawalnugar,punjab,Yes,Thana Road near masjid aqsa Al hadith  Dunga Bunga District Bahawalnagar 
495,Me imtiaz Khattak,trader,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,Karak,kpk,Yes,karak
496,Sheikh and Sheikh,trader,adnan,None@gmail.com,0,03113839321,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,Nazir industri plot no f 160 near mubashir masjid rasheedabad s.I.t.e Karachi 
497,M naeem traders (Quetta),trader,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,quetta,kpk,Yes,quetta
498,Rashid (RWP),trader,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,pindi,punjab,Yes,rawalpindi
499,Sheraz traders (larkana),trader,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,None,sindh,Yes,larkana
500,Saddam foods,trader,adil,None@gmail.com,0,03033903333,30,Yes,0,101002001,Account Receivable,0,None,None,None,lahore,punjab,Yes,lhr
501,Barkat Shah(chitral),trader,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,None,baluchistan,Yes,chitral
502,A.H FOODS,trader,adil,None@gmail.com,0,0336 2332929,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes, F-56 Site area behind Honda motorcycle site area
503,Ali hassan Traders (khanpur),trader,adil,None@gmail.com,0,0300-6706615,30,Yes,0,101002001,Account Receivable,0,None,None,None,khanpur,punjab,Yes,khanpur
504,Greek Exporter,trader,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,None,None,Yes,exporter
505,Irfan (guj),trader,adnan,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,gujranwala,punjab,Yes,gujranwala
506,mateeullah Afghanistan,trader,adnan,None@gmail.com,0,0,30,No,0,101002001,Account Receivable,0,None,None,None,afg,afg,Yes,afghanistan
507,Sun Rise Marketing,distributor,adil,None@gmail.com,0,0333-9442555,30,Yes,0,101002001,Account Receivable,0,None,None,None,pindi,punjab,Yes,Old Post Office Road Taj Chowk Mingora Swat
508,Tariq (Chichawatni),distributor,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,chichawatni,punjab,Yes,Chichawatni
509,Azhar Hussain Bhatti ,trader,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,lahore,punjab,Yes,Lahore 
510,Anwar And Sons Hyderabad ,distributor,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,hyderabad,sindh,Yes,Hyderabad 
511,Qadri Traders Joid Bazar ,trader,adnan,None@gmail.com,0,0,0,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,Karachi 
512,Imran Trader gujranwala,trader,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,gujranwala,punjab,Yes,gujranwala punjab
513,Sarfraz traders Pak Patan  ,distributor,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,Pak Patan ,punjab,Yes,Pak Patan 
514,Premium   ,exporter,adnan,None@gmail.com,0,0,0,Yes,0,101002001,Account Receivable,0,None,None,None,None,None,Yes,Canada
515,junaid Wah cant ,distributor,adil,None@gmail.com,0,0,30,Yes,0,101002001,Account Receivable,0,None,None,None,wah cant,punjab,Yes,Wah Cant 
516,Junaid Traders Orangi Town,distributor,adil,None@gmail.com,0,-,30,Yes,0,101002001,Account Receivable,0,None,None,None,karachi,sindh,Yes,Karachi 
517,Huzaifa Traders (Abhia Ent) Mandi Bahuddin ,distributor,adil,None@gmail.com,0,03027987374,30,Yes,0,101002001,Account Receivable,0,None,None,None,Mandi Bahuddin ,punjab,Yes,Mandi Bahuddin 
518,Lokanta Resturent Peshawar ,restaurant,adnan,None@gmail.com,0,03215622855,0,Yes,0,101002001,Account Receivable,0,None,None,None,peshawar,kpk,Yes,Peshawar 
519,Nawi Al Madina ,trader,adnan,None@gmail.com,0,0377 8892175,0,Yes,0,101002001,Account Receivable,0,None,None,None,afg,afg,Yes,Afghanistan 
520,Baith Al Mandi Dera Ghazi Khan,restaurant,adnan,None@gmail.com,0,0334-1811818,0,Yes,0,101002001,Account Receivable,0,None,None,None,d g khan,punjab,Yes,Dera Ghazi Khan
